dataset	corpus	workset	umr_id	conversion_status	path
little prince	little prince	chapter_6	lpp_1943.270	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.271	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.272	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.273	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.274	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.275	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.276	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.277	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.278	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.279	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.280	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.281	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.282	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.283	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.284	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.285	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.286	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.287	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_6	lpp_1943.288	partial_conversion	little_prince-chapter_6.umr
little prince	little prince	chapter_7	lpp_1943.289	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.290	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.291	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.292	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.293	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.294	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.295	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.296	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.297	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.298	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.299	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.300	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.301	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.302	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.303	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.304	full_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.305	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.306	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.307	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.308	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.309	full_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.310	full_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.311	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.312	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.313	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.314	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.315	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.316	partial_conversion	little_prince-chapter_7.umr
little prince	little prince	chapter_7	lpp_1943.317	partial_conversion	little_prince-chapter_7.umr
