minecraft-4-11-sickles-B31-A23_1366.46	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:2
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.47	"1: <Architect>
2: and
3: remove
4: the
5: block
6: in
7: front
8: of
9: you
"
minecraft-4-11-sickles-B31-A23_1366.48	"1: [Builder
2: picks
3: up
4: a
5: orange
6: block
7: at
8: X:0
9: Y:2
10: Z:0]
"
minecraft-4-11-sickles-B31-A23_1366.49	"1: <Architect>
2: yes
"
minecraft-4-11-sickles-B31-A23_1366.50	"1: <Architect>
2: the
3: next
4: block
5: is
6: in
7: the
8: same
9: row
"
minecraft-4-11-sickles-B31-A23_1366.51	"1: <Builder>
2: this
3: row?
"
minecraft-4-11-sickles-B31-A23_1366.52	"1: <Architect>
2: yes
"
minecraft-4-11-sickles-B31-A23_1366.53	"1: <Builder>
2: okay
"
minecraft-4-11-sickles-B31-A23_1366.54	"1: <Architect>
2: it
3: is
4: two
5: in
6: the
7: air,
8: and
9: two
10: spaces
11: in
12: front
13: of
14: you.
"
minecraft-4-11-sickles-B31-A23_1366.55	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:3
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.56	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:3
10: Z:2]
"
minecraft-4-11-sickles-B31-A23_1366.57	"1: [Builder
2: picks
3: up
4: a
5: orange
6: block
7: at
8: X:0
9: Y:3
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.58	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:3
10: Z:3]
"
minecraft-4-11-sickles-B31-A23_1366.59	"1: <Builder>
2: that?
"
minecraft-4-11-sickles-B31-A23_1366.60	"1: <Architect>
2: yes,
3: and
4: remove
5: the
6: middle
7: block
"
minecraft-4-11-sickles-B31-A23_1366.61	"1: [Builder
2: picks
3: up
4: a
5: orange
6: block
7: at
8: X:0
9: Y:3
10: Z:2]
"
minecraft-4-11-sickles-B31-A23_1366.62	"1: <Architect>
2: on
3: that
4: one
5: you
6: just
7: placed,
8: stack
9: two
10: blocks
"
minecraft-4-11-sickles-B31-A23_1366.63	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:4
10: Z:3]
"
minecraft-4-11-sickles-B31-A23_1366.64	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:5
10: Z:3]
"
minecraft-4-11-sickles-B31-A23_1366.65	"1: <Architect>
2: remove
3: the
4: middle
"
minecraft-4-11-sickles-B31-A23_1366.66	"1: [Builder
2: picks
3: up
4: a
5: orange
6: block
7: at
8: X:0
9: Y:4
10: Z:3]
"
minecraft-4-11-sickles-B31-A23_1366.67	"1: <Architect>
2: on
3: the
4: other
5: floating
6: block
7: you
8: placed
9: earlier,
10: place
11: three
12: orange
13: blocks
"
minecraft-4-11-sickles-B31-A23_1366.68	"1: <Builder>
2: on
3: top
4: of
5: it?
"
minecraft-4-11-sickles-B31-A23_1366.69	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:3
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.70	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:4
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.71	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:5
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.72	"1: <Architect>
2: yes,
3: one
4: more
"
minecraft-4-11-sickles-B31-A23_1366.73	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:6
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.74	"1: <Architect>
2: remove
3: middle
4: three
"
minecraft-4-11-sickles-B31-A23_1366.75	"1: [Builder
2: picks
3: up
4: a
5: orange
6: block
7: at
8: X:0
9: Y:5
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.76	"1: [Builder
2: picks
3: up
4: a
5: orange
6: block
7: at
8: X:0
9: Y:3
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.77	"1: [Builder
2: picks
3: up
4: a
5: orange
6: block
7: at
8: X:0
9: Y:4
10: Z:1]
"
minecraft-4-11-sickles-B31-A23_1366.78	"1: <Architect>
2: that
3: should
4: be
5: good!
6: let
7: me
8: check
"
minecraft-4-11-sickles-B31-A23_1366.79	"1: <Architect>
2: done!
"
minecraft-4-13-chimney-B35-A44_1430.1	"1: <Builder>
2: Mission
3: has
4: started.
"
minecraft-4-13-chimney-B35-A44_1430.2	"1: <Architect>
2: sorry
3: for
4: cutting
5: you
6: off
7: near
8: the
9: end.
"
minecraft-4-13-chimney-B35-A44_1430.3	"1: <Builder>
2: no
3: worries
"
minecraft-4-13-chimney-B35-A44_1430.4	"1: <Architect>
2: place
3: a
4: 2x2
5: red
6: square
7: on
8: the
9: ground
10: near
11: center
"
minecraft-4-13-chimney-B35-A44_1430.5	"1: [Builder
2: puts
3: down
4: a
5: red
6: block
7: at
8: X:0
9: Y:1
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.6	"1: [Builder
2: puts
3: down
4: a
5: red
6: block
7: at
8: X:-1
9: Y:1
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.7	"1: [Builder
2: puts
3: down
4: a
5: red
6: block
7: at
8: X:0
9: Y:1
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.8	"1: [Builder
2: puts
3: down
4: a
5: red
6: block
7: at
8: X:-1
9: Y:1
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.9	"1: <Builder>
2: okay
"
minecraft-4-13-chimney-B35-A44_1430.10	"1: <Architect>
2: place
3: an
4: orange
5: block
6: anywhere
7: on
8: that
9: red
10: thing
"
minecraft-4-13-chimney-B35-A44_1430.11	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:2
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.12	"1: <Architect>
2: place
3: 1
4: orange
5: block
6: in
7: front
8: of
9: that
10: one
"
minecraft-4-13-chimney-B35-A44_1430.13	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:2
10: Z:-1]
"
minecraft-4-13-chimney-B35-A44_1430.14	"1: <Architect>
2: and
3: remove
4: the
5: initial
6: orange
7: block.
"
minecraft-4-13-chimney-B35-A44_1430.15	"1: <Architect>
2: turn
3: the
4: second
5: orange
6: block
7: into
8: a
9: rim
10: around
11: the
12: red
13: thing.
"
minecraft-4-13-chimney-B35-A44_1430.16	"1: [Builder
2: picks
3: up
4: a
5: orange
6: block
7: at
8: X:0
9: Y:2
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.17	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-1
9: Y:2
10: Z:-1]
"
minecraft-4-13-chimney-B35-A44_1430.18	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:2
10: Z:-1]
"
minecraft-4-13-chimney-B35-A44_1430.19	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:2
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.20	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:2
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.21	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:2
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.22	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-1
9: Y:2
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.23	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:0
9: Y:2
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.24	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:1
9: Y:2
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.25	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:1
9: Y:2
10: Z:-1]
"
minecraft-4-13-chimney-B35-A44_1430.26	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:1
9: Y:2
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.27	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:1
9: Y:2
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.28	"1: <Builder>
2: okay
"
minecraft-4-13-chimney-B35-A44_1430.29	"1: <Architect>
2: ok
3: now
4: place
5: a
6: 2x2
7: purple
8: block
9: flat
10: setup
11: 3
12: spaces
13: above
14: the
15: red
16: 2x2
"
minecraft-4-13-chimney-B35-A44_1430.30	"1: <Architect>
2: it
3: should
4: be
5: floating
"
minecraft-4-13-chimney-B35-A44_1430.31	"1: [Builder
2: puts
3: down
4: a
5: green
6: block
7: at
8: X:0
9: Y:2
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.32	"1: [Builder
2: puts
3: down
4: a
5: green
6: block
7: at
8: X:0
9: Y:3
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.33	"1: [Builder
2: puts
3: down
4: a
5: green
6: block
7: at
8: X:0
9: Y:4
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.34	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:5
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.35	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:-1
9: Y:5
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.36	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:5
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.37	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:-1
9: Y:5
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.38	"1: [Builder
2: picks
3: up
4: a
5: green
6: block
7: at
8: X:0
9: Y:4
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.39	"1: [Builder
2: picks
3: up
4: a
5: green
6: block
7: at
8: X:0
9: Y:3
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.40	"1: [Builder
2: picks
3: up
4: a
5: green
6: block
7: at
8: X:0
9: Y:2
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.41	"1: <Architect>
2: 3
3: spaces
4: means
5: 2
6: empty
7: spaces
8: between
9: the
10: purple
11: and
12: red.
"
minecraft-4-13-chimney-B35-A44_1430.42	"1: <Architect>
2: sorry
"
minecraft-4-13-chimney-B35-A44_1430.43	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:-1
9: Y:4
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.44	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:4
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.45	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:-1
9: Y:4
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.46	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:4
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.47	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:0
9: Y:5
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.48	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:0
9: Y:5
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.49	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:-1
9: Y:5
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.50	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:-1
9: Y:5
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.51	"1: <Builder>
2: okay
"
minecraft-4-13-chimney-B35-A44_1430.52	"1: <Architect>
2: pick
3: any
4: corner
5: of
6: the
7: purple
8: shape
9: and
10: place
11: 1
12: purple
13: block
14: 2
15: spaces
16: above
17: it.
18: (1
19: empty
20: space
21: between)
"
minecraft-4-13-chimney-B35-A44_1430.53	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:5
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.54	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:6
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.55	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:0
9: Y:5
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.56	"1: <Architect>
2: turn
3: that
4: purple
5: block
6: into
7: a
8: tetris
9: t
10: shape.
"
minecraft-4-13-chimney-B35-A44_1430.57	"1: <Architect>
2: the
3: singlular
4: purple
5: floating
6: block
7: is
8: the
9: center
10: of
11: the
12: t.
"
minecraft-4-13-chimney-B35-A44_1430.58	"1: <Architect>
2: The
3: t
4: is
5: upside
6: down
"
minecraft-4-13-chimney-B35-A44_1430.59	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:6
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.60	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:6
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.61	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:7
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.62	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:8
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.63	"1: <Architect>
2: oh
3: wait
4: nevermind
5: sorry
"
minecraft-4-13-chimney-B35-A44_1430.64	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:0
9: Y:7
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.65	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:0
9: Y:8
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.66	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:0
9: Y:6
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.67	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:0
9: Y:6
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.68	"1: <Architect>
2: undo
3: all
4: those
5: steps.
"
minecraft-4-13-chimney-B35-A44_1430.69	"1: <Architect>
2: just
3: keep
4: the
5: single
6: purple
7: block
"
minecraft-4-13-chimney-B35-A44_1430.70	"1: <Builder>
2: okay
"
minecraft-4-13-chimney-B35-A44_1430.71	"1: <Architect>
2: lemme
3: think
4: a
5: bit
"
minecraft-4-13-chimney-B35-A44_1430.72	"1: <Builder>
2: if
3: its
4: easier
5: we
6: can
7: build
8: relative
9: to
10: my
11: direction
12: around
13: this
14: block
"
minecraft-4-13-chimney-B35-A44_1430.73	"1: <Architect>
2: ok
3: place
4: 2
5: blocks
6: in
7: front
8: of
9: the
10: floating
11: singular
12: purple
13: block
"
minecraft-4-13-chimney-B35-A44_1430.74	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:1
9: Y:6
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.75	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:2
9: Y:6
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.76	"1: <Builder>
2: okay
"
minecraft-4-13-chimney-B35-A44_1430.77	"1: <Architect>
2: of
3: the
4: three
5: floating
6: blocks.
"
minecraft-4-13-chimney-B35-A44_1430.78	"1: <Architect>
2: focus
3: on
4: the
5: center
6: block.
"
minecraft-4-13-chimney-B35-A44_1430.79	"1: <Architect>
2: place
3: 3
4: blocks
5: around
6: the
7: center.
"
minecraft-4-13-chimney-B35-A44_1430.80	"1: <Architect>
2: 1
3: to
4: the
5: left,
6: 1
7: to
8: the
9: right,
10: 1
11: above
"
minecraft-4-13-chimney-B35-A44_1430.81	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:1
9: Y:7
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.82	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:0
9: Y:7
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.83	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:0
9: Y:7
10: Z:1]
"
minecraft-4-13-chimney-B35-A44_1430.84	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:1
9: Y:7
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.85	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:1
9: Y:7
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.86	"1: <Builder>
2: okay
"
minecraft-4-13-chimney-B35-A44_1430.87	"1: <Architect>
2: the
3: left
4: and
5: right
6: block
7: need
8: to
9: be
10: to
11: the
12: eleft
13: and
14: right
15: of
16: the
17: center
18: block
"
minecraft-4-13-chimney-B35-A44_1430.88	"1: <Architect>
2: so
3: move
4: them
5: down
6: 1
"
minecraft-4-13-chimney-B35-A44_1430.89	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:1
9: Y:7
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.90	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:1
9: Y:6
10: Z:2]
"
minecraft-4-13-chimney-B35-A44_1430.91	"1: [Builder
2: picks
3: up
4: a
5: purple
6: block
7: at
8: X:1
9: Y:7
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.92	"1: [Builder
2: puts
3: down
4: a
5: purple
6: block
7: at
8: X:1
9: Y:6
10: Z:0]
"
minecraft-4-13-chimney-B35-A44_1430.93	"1: <Architect>
2: ok
3: we're
4: done
5: good
6: job
"
minecraft-4-13-chimney-B35-A44_1430.94	"1: <Builder>
2: gotcha
"
minecraft-4-13-chimney-B35-A44_1430.95	"1: <Builder>
2: littttttt
"
minecraft-4-11-cube-x-B20-A30_1348.1	"1: <Builder>
2: Mission
3: has
4: started.
"
minecraft-4-11-cube-x-B20-A30_1348.2	"1: <Architect>
2: this
3: one
4: looks
5: like
6: an
7: explosion
"
minecraft-4-11-cube-x-B20-A30_1348.3	"1: <Builder>
2: should
3: I
4: leave
5: a
6: lot
7: of
8: room
9: then?
"
minecraft-4-11-cube-x-B20-A30_1348.4	"1: <Architect>
2: only
3: 5x5
4: space
"
minecraft-4-11-cube-x-B20-A30_1348.5	"1: <Architect>
2: start
3: by
4: building
5: a
6: 5
7: block
8: tower
9: of
10: orange
11: blocks
12: in
13: each
14: corner
"
minecraft-4-11-cube-x-B20-A30_1348.6	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:2
9: Y:1
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.7	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:2
9: Y:2
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.8	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:2
9: Y:3
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.9	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:2
9: Y:4
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.10	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:2
9: Y:5
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.11	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:1
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.12	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:2
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.13	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:3
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.14	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:4
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.15	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:5
10: Z:-1]
"
minecraft-4-11-cube-x-B20-A30_1348.16	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:1
10: Z:3]
"
minecraft-4-11-cube-x-B20-A30_1348.17	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:2
10: Z:3]
"
minecraft-4-11-cube-x-B20-A30_1348.18	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:3
10: Z:3]
"
minecraft-4-11-cube-x-B20-A30_1348.19	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:4
10: Z:3]
"
minecraft-4-11-cube-x-B20-A30_1348.20	"1: [Builder
2: puts
3: down
4: a
5: orange
6: block
7: at
8: X:-2
9: Y:5
10: Z:3]
"
